08524735	961.0
08860123	924.0
00007846	760.0
08199025	689.0
11579418	579.0
08441203	562.0
01507175	553.0
00126264	516.0
01864707	496.0
11585340	474.0
12205694	473.0
06845599	461.0
11567411	442.0
11556857	431.0
01432517	425.0
01342529	398.0
13112664	385.0
01762525	372.0
11575425	344.0
11911591	333.0
01429349	301.0
08574314	294.0
00759694	288.0
09044862	287.0
08633957	285.0
01759182	282.0
08103777	255.0
01504437	243.0
06295235	231.0
09411430	221.0
00586262	215.0
06084469	208.0
06128570	205.0
08392137	203.0
01862557	194.0
13104059	191.0
01657723	186.0
01494310	178.0
01835496	177.0
09765278	162.0
07157273	160.0
00109660	158.0
06090869	158.0
12501745	154.0
04723816	151.0
11573660	151.0
00243918	149.0
12039743	147.0
00173338	146.0
06000644	145.0
02327200	144.0
00015388	142.0
11534677	140.0
11592146	140.0
08691669	139.0
06037666	137.0
00523513	136.0
08083599	135.0
11562747	135.0
13167078	135.0
08766988	132.0
08337324	130.0
11561228	129.0
15113229	129.0
08723006	128.0
00471613	125.0
02958343	124.0
03183080	124.0
07075172	121.0
11590783	121.0
08929922	117.0
01850315	116.0
03740161	116.0
09189411	116.0
05225602	114.0
09316454	114.0
07020895	112.0
02553196	110.0
00407535	109.0
12100538	109.0
00146138	107.0
08544813	107.0
10794014	107.0
11867525	106.0
13518963	106.0
09403734	105.0
13920835	105.0
11571907	104.0
00766234	103.0
02604760	103.0
00941990	101.0
09275473	101.0
08655464	100.0
06043075	99.0
12838027	98.0
01675963	97.0
07951464	97.0
08801678	97.0
01831531	95.0
07809368	95.0
00933420	94.0
11669921	94.0
03082979	93.0
05943300	93.0
10650162	93.0
11554175	93.0
01090446	92.0
12423565	92.0
09207288	91.0
08780881	90.0
05946687	89.0
10467395	89.0
14625458	89.0
10453533	88.0
13489037	88.0
08698379	87.0
08900535	87.0
10020890	86.0
12651821	86.0
11744859	85.0
13100677	85.0
00671351	84.0
02367363	84.0
02554730	84.0
01626600	83.0
01656813	82.0
14662574	82.0
02176268	81.0
02913152	81.0
05269901	81.0
06851742	81.0
09023321	81.0
08700255	80.0
13109733	80.0
13118707	80.0
00030358	79.0
06717170	79.0
10599806	79.0
00956485	78.0
08921850	78.0
10547145	78.0
03051540	77.0
03309808	77.0
07705931	77.0
11672400	76.0
00024720	75.0
00983824	75.0
11545714	75.0
00017222	74.0
00331950	74.0
00021939	73.0
09360122	73.0
10605985	73.0
01524885	72.0
03485997	72.0
05333777	72.0
05418717	72.0
08552138	72.0
11565385	72.0
01617192	71.0
07283608	71.0
09060768	71.0
04616059	69.0
01502262	68.0
04341686	68.0
10705615	68.0
11566682	68.0
00637259	66.0
06449735	66.0
08696931	66.0
09141526	66.0
09641757	66.0
10123844	66.0
11778534	66.0
01313093	65.0
01552519	65.0
06066555	65.0
06394865	65.0
13166338	65.0
00612160	64.0
04105893	64.0
09203827	64.0
09610660	64.0
09623038	64.0
13526110	64.0
02400139	63.0
06479665	63.0
08102555	63.0
09148970	63.0
01094725	62.0
01340439	62.0
01904930	62.0
01938850	62.0
07371293	62.0
11555413	62.0
00978549	61.0
06828818	61.0
08176077	61.0
01525720	60.0
01659248	60.0
07037465	60.0
09334396	60.0
13601596	60.0
15253139	60.0
00205885	59.0
08975902	59.0
10450303	59.0
01332730	58.0
06722453	58.0
08673395	58.0
10340312	58.0
11665781	58.0
13121544	58.0
04194289	57.0
08792548	57.0
08913434	57.0
09117351	57.0
10787470	57.0
12581381	57.0
14034177	57.0
06136258	56.0
06234825	56.0
06613686	56.0
10677713	56.0
11594676	56.0
12041446	56.0
00831651	55.0
03323703	55.0
05220461	55.0
05311054	55.0
06598915	55.0
07296428	55.0
12930044	55.0
13108841	55.0
02862048	54.0
08107499	54.0
08665504	54.0
08853741	54.0
09998101	54.0
11410625	54.0
12102133	54.0
14151139	54.0
00339934	53.0
00351638	53.0
01939598	53.0
06057539	53.0
09686536	53.0
00026192	52.0
00863513	52.0
00883297	52.0
01355326	52.0
01621555	52.0
06095022	52.0
06951067	52.0
08654360	52.0
08695539	52.0
09629752	52.0
09977660	52.0
10129825	52.0
10630188	52.0
14622893	52.0
00740577	51.0
01974062	51.0
02159271	51.0
03259505	51.0
06158346	51.0
14580897	51.0
00002684	50.0
00543233	50.0
00654625	50.0
00916464	50.0
01931768	50.0
02339413	50.0
06018465	50.0
07160883	50.0
08740875	50.0
00004475	49.0
00233335	49.0
01471070	49.0
05470189	49.0
06172789	49.0
09039411	49.0
10515194	49.0
11719468	49.0
14299637	49.0
00394813	48.0
00464894	48.0
01886756	48.0
02159955	48.0
02210855	48.0
03094503	48.0
07992450	48.0
09071690	48.0
09632518	48.0
12892226	48.0
00283911	47.0
01080366	47.0
01708676	47.0
02691156	47.0
04916342	47.0
05250659	47.0
05303402	47.0
08198398	47.0
08871007	47.0
08897065	47.0
09815790	47.0
10088390	47.0
12992868	47.0
00428270	46.0
00973077	46.0
06429590	46.0
08108972	46.0
08505573	46.0
08820121	46.0
09774783	46.0
12425281	46.0
00903559	45.0
02329401	45.0
03733925	45.0
05996646	45.0
06498569	45.0
09225146	45.0
12619306	45.0
00047945	44.0
00468480	44.0
00488225	44.0
00929718	44.0
02335349	44.0
03736970	44.0
04014297	44.0
08910668	44.0
09505418	44.0
10030277	44.0
11804604	44.0
14818238	44.0
00151689	43.0
00191142	43.0
00690614	43.0
01124794	43.0
01158872	43.0
01698271	43.0
02199590	43.0
02472293	43.0
03419014	43.0
05462674	43.0
07387509	43.0
07975026	43.0
08831004	43.0
11841529	43.0
12169776	43.0
00031264	42.0
00037396	42.0
00279835	42.0
00515154	42.0
00752764	42.0
01101913	42.0
01182709	42.0
01639765	42.0
02154508	42.0
02657219	42.0
04359589	42.0
06453849	42.0
06791372	42.0
07006119	42.0
08630039	42.0
09820263	42.0
10372373	42.0
13122364	42.0
00031921	41.0
00140123	41.0
00142191	41.0
00670261	41.0
00996969	41.0
01463963	41.0
01503061	41.0
01673668	41.0
02740764	41.0
03828465	41.0
06362953	41.0
06431740	41.0
08227214	41.0
08849753	41.0
08859173	41.0
09328904	41.0
09614684	41.0
09620078	41.0
09631463	41.0
09974648	41.0
10557854	41.0
12359026	41.0
13583724	41.0
00001740	40.0
00209943	40.0
00235435	40.0
00300441	40.0
00681429	40.0
00704305	40.0
01090335	40.0
01529036	40.0
03247620	40.0
03699975	40.0
06075527	40.0
06157326	40.0
06906439	40.0
07557434	40.0
08172103	40.0
08806897	40.0
08949093	40.0
09031653	40.0
09382990	40.0
11746776	40.0
12226322	40.0
14336539	40.0
00281101	39.0
00770437	39.0
00786195	39.0
01264283	39.0
01726960	39.0
06055946	39.0
06566077	39.0
07120524	39.0
07884567	39.0
10423589	39.0
11747468	39.0
12724201	39.0
00199130	38.0
00296178	38.0
00469651	38.0
00628491	38.0
00658052	38.0
00732746	38.0
00933821	38.0
01626134	38.0
01886220	38.0
01941670	38.0
02609764	38.0
03791235	38.0
05216365	38.0
05397468	38.0
07570720	38.0
08638442	38.0
11766609	38.0
00033020	37.0
00452512	37.0
00644583	37.0
01123598	37.0
01156834	37.0
01323958	37.0
01448100	37.0
01587062	37.0
01759326	37.0
02066939	37.0
02273545	37.0
02391803	37.0
02467662	37.0
03563967	37.0
05809192	37.0
05999797	37.0
06115701	37.0
06232880	37.0
09617867	37.0
09917593	37.0
09927451	37.0
10241300	37.0
10287213	37.0
11868814	37.0
12213635	37.0
13600822	37.0
00029677	36.0
00069879	36.0
00798245	36.0
01105639	36.0
01143838	36.0
01387786	36.0
01941093	36.0
02244956	36.0
02649830	36.0
03169390	36.0
03925226	36.0
05770926	36.0
05833840	36.0
07105475	36.0
07974025	36.0
09209263	36.0
09821253	36.0
11564258	36.0
11629501	36.0
13169219	36.0
13440063	36.0
14465048	36.0
00010435	35.0
00023271	35.0
00033615	35.0
00314469	35.0
00345761	35.0
00358431	35.0
00426928	35.0
01000214	35.0
01024190	35.0
01051331	35.0
01428580	35.0
01449974	35.0
01481599	35.0
01719921	35.0
04494204	35.0
06148148	35.0
06226057	35.0
06706676	35.0
07309781	35.0
07707451	35.0
08008335	35.0
08890097	35.0
08999482	35.0
09006413	35.0
09388848	35.0
12876032	35.0
00219012	34.0
00406243	34.0
00429060	34.0
00672433	34.0
00968211	34.0
01072949	34.0
01352059	34.0
01471682	34.0
01605119	34.0
01676313	34.0
01970826	34.0
03278248	34.0
03405725	34.0
03489162	34.0
03574816	34.0
04623612	34.0
04673965	34.0
05237227	34.0
05289861	34.0
06481320	34.0
07881800	34.0
08174398	34.0
09050730	34.0
09287968	34.0
09615807	34.0
10633450	34.0
11566230	34.0
11900058	34.0
13446390	34.0
13603305	34.0
00462092	33.0
00674607	33.0
00701040	33.0
00913065	33.0
01111816	33.0
01206218	33.0
01380638	33.0
01405044	33.0
01435380	33.0
01476483	33.0
02163982	33.0
02188065	33.0
02376958	33.0
02413480	33.0
02428924	33.0
02440705	33.0
04451818	33.0
05329735	33.0
06083243	33.0
06470073	33.0
07109847	33.0
09605289	33.0
09939313	33.0
10231515	33.0
10317007	33.0
10412055	33.0
10527334	33.0
11553763	33.0
13192025	33.0
13717155	33.0
14070360	33.0
00251013	32.0
00650353	32.0
00654885	32.0
01187810	32.0
01312096	32.0
01410223	32.0
01582645	32.0
01621127	32.0
01727646	32.0
01845627	32.0
01912159	32.0
02016523	32.0
02025530	32.0
02079933	32.0
02251743	32.0
03738472	32.0
05238282	32.0
05549830	32.0
05600637	32.0
06123363	32.0
06568978	32.0
06601327	32.0
07901587	32.0
07942152	32.0
08173515	32.0
08993288	32.0
09053185	32.0
09126305	32.0
09440400	32.0
10566072	32.0
11419404	32.0
12660009	32.0
13582013	32.0
14285662	32.0
14373582	32.0
14877585	32.0
15259284	32.0
00046522	31.0
00137313	31.0
00153263	31.0
00352826	31.0
00815801	31.0
01009240	31.0
01170962	31.0
01387617	31.0
01411085	31.0
01719302	31.0
01955463	31.0
03315023	31.0
04576211	31.0
04682462	31.0
06634376	31.0
07566340	31.0
07679356	31.0
09152944	31.0
09821831	31.0
09855630	31.0
10235549	31.0
11573173	31.0
12637729	31.0
12724942	31.0
12792041	31.0
12808227	31.0
13894434	31.0
15256915	31.0
00056930	30.0
00295701	30.0
00315986	30.0
00742320	30.0
00940384	30.0
00958334	30.0
01236164	30.0
01354869	30.0
01653013	30.0
01907258	30.0
01921559	30.0
02022684	30.0
02207206	30.0
02242464	30.0
02430045	30.0
03269401	30.0
03391770	30.0
03497657	30.0
04096066	30.0
05407119	30.0
05540513	30.0
05563266	30.0
06149484	30.0
06607339	30.0
07066659	30.0
07073447	30.0
08153437	30.0
08164585	30.0
08491826	30.0
08711974	30.0
08791167	30.0
09075842	30.0
09633969	30.0
09812338	30.0
10197967	30.0
10214637	30.0
11692952	30.0
14322699	30.0
15047313	30.0
00020090	29.0
00187526	29.0
00260648	29.0
00624738	29.0
00662589	29.0
00713167	29.0
00714944	29.0
00826509	29.0
00907147	29.0
01635432	29.0
01686132	29.0
01744657	29.0
01787955	29.0
01968569	29.0
02084071	29.0
02106506	29.0
02222318	29.0
02441022	29.0
02441326	29.0
02579447	29.0
02686568	29.0
02716866	29.0
02756098	29.0
03122748	29.0
05867413	29.0
05926676	29.0
06080522	29.0
06252138	29.0
06453324	29.0
07961480	29.0
07965085	29.0
07971582	29.0
07979425	29.0
08720481	29.0
08982587	29.0
09095023	29.0
09303647	29.0
10391653	29.0
12487647	29.0
12684640	29.0
12916935	29.0
13134947	29.0
13459322	29.0
15098161	29.0
15174218	29.0
00006484	28.0
00078760	28.0
00248977	28.0
00338071	28.0
00363260	28.0
00378985	28.0
00455599	28.0
00829107	28.0
